rx	reversible	ECfreeE	ECfreeEsd	ECdir	SMfreeE	SMfreeEsd	SMdir
r_0497	0	NA	NA	NA	NA	NA	NA
r_0498	0	NA	NA	NA	NA	NA	NA
r_0499	0	NA	NA	NA	-17.61506049	0.540427601	1
r_0500	0	NA	NA	NA	0.767922055	2.933829534	1
r_0501	0	-7.186285456	1.914622161	0	-7.186285456	1.914622161	0
r_0502	0	NA	NA	NA	-7.186285456	1.914622161	0
r_0503	0	1.895532857	0.583942718	0	0	0	0
r_0504	0	1.895532857	0.583942718	0	1.895532857	0.583942718	0
r_0505	0	1.895532857	0.583942718	0	1.895532857	0.583942718	0
r_0506	0	30.18892433	2.066615552	1	NA	NA	NA
r_0507	0	-28.19510752	2.884771977	1	-28.19510752	2.884771977	1
r_0508	0	NA	NA	NA	NA	NA	NA
r_0509	1	34.22555348	1.763567046	0	-34.22555348	1.763567046	0
r_0510	1	-49.03037738	1.522269355	1	NA	NA	NA
r_0511	0	-3.242297925	1.74026022	1	NA	NA	NA
r_0512	0	-3.242297925	1.74026022	1	NA	NA	NA
r_0513	0	NA	NA	NA	-14.8048239	1.787535667	1
r_0514	1	NA	NA	NA	-65.21487625	2.976063395	1
r_0515	0	-14.6313242	1.766344283	1	-14.6313242	1.766344283	1
r_0516	0	-15.57274595	2.793320515	1	-15.57274595	2.793320515	1
r_0517	0	12.25789013	3.602020166	1	NA	NA	NA
r_0518	0	-1.274896971	3.09265946	1	NA	NA	NA
r_0519	0	-1.274896971	3.09265946	1	NA	NA	NA
r_0520	0	-7.824623532	1.523637472	0	-7.824623532	1.523637472	0
r_0521	0	-7.824623532	1.523637472	0	-7.824623532	1.523637472	0
r_0522	0	NA	NA	NA	NA	NA	NA
r_0523	0	NA	NA	NA	NA	NA	NA
r_0524	0	-27.43091695	3.037130797	1	-27.43091695	3.037130797	1
r_0525	0	3.267622593	1.506663517	0	3.267622593	1.506663517	0
r_0526	0	-20.386827	4.006023058	1	NA	NA	NA
r_0527	0	-20.24680452	1.004636429	1	-20.24680452	1.004636429	1
r_0528	0	NA	NA	NA	-9.189343579	1.700088492	1
r_0529	1	-54.92078266	1.430073818	1	NA	NA	NA
r_0530	0	NA	NA	NA	NA	NA	NA
r_0531	0	NA	NA	NA	NA	NA	NA
r_0532	0	NA	NA	NA	NA	NA	NA
r_0533	0	NA	NA	NA	NA	NA	NA
r_0534	0	NA	NA	NA	NA	NA	NA
r_0535	0	NA	NA	NA	NA	NA	NA
r_0536	0	NA	NA	NA	0	1e+06	1
r_0537	0	NA	NA	NA	-30.27322828	2.170450415	0
r_0538	0	NA	NA	NA	7.694865945	3.769389603	1
r_0539	0	NA	NA	NA	-7.370213439	1.889829868	0
r_0540	0	NA	NA	NA	-7.370213439	1.889829868	0
r_0541	0	NA	NA	NA	NA	NA	NA
r_0542	0	NA	NA	NA	NA	NA	NA
r_0543	0	NA	NA	NA	NA	NA	NA
r_0544	0	NA	NA	NA	NA	NA	NA
r_0545	0	NA	NA	NA	NA	NA	NA
r_0546	0	NA	NA	NA	NA	NA	NA
r_0547	0	NA	NA	NA	NA	NA	NA
r_0548	0	NA	NA	NA	0	1e+06	1
r_0549	0	-9.250272373	3.235250746	1	NA	NA	NA
r_0550	0	NA	NA	NA	NA	NA	NA
r_0551	0	-22.94551564	3.537915839	1	NA	NA	NA
r_0552	0	NA	NA	NA	NA	NA	NA
r_0553	0	NA	NA	NA	NA	NA	NA
r_0554	0	NA	NA	NA	NA	NA	NA
r_0555	0	NA	NA	NA	NA	NA	NA
r_0556	0	NA	NA	NA	NA	NA	NA
r_0557	0	NA	NA	NA	NA	NA	NA
r_0558	0	NA	NA	NA	NA	NA	NA
r_0559	0	NA	NA	NA	NA	NA	NA
r_0560	0	NA	NA	NA	NA	NA	NA
r_0561	1	-145.0959335	10.74589599	1	-145.0959335	10.74589599	1
r_0562	1	-99.54589422	7.29464301	1	NA	NA	NA
r_0563	0	NA	NA	NA	NA	NA	NA
r_0564	0	0	1e+06	1	0	1e+06	1
r_0565	0	NA	NA	NA	0	1e+06	1
r_0566	0	NA	NA	NA	-23.5433193	4.172196548	1
r_0567	0	NA	NA	NA	-1.72344596	1.484066007	0
r_0568	0	NA	NA	NA	NA	NA	NA
r_0569	0	NA	NA	NA	NA	NA	NA
r_0570	0	NA	NA	NA	NA	NA	NA
r_0571	0	NA	NA	NA	NA	NA	NA
r_0572	0	NA	NA	NA	-17.10275472	0.984782214	1
r_0573	0	NA	NA	NA	-17.61506049	0.540427601	1
r_0574	0	NA	NA	NA	-17.61506049	0.540427601	1
r_0575	0	NA	NA	NA	-13.64241585	2.97011778	1
r_0576	0	NA	NA	NA	-14.29497457	2.367974051	1
r_0577	0	6.35338174	3.635204461	1	NA	NA	NA
r_0578	1	-66.97409305	3.667451979	1	NA	NA	NA
r_0579	1	-66.97409305	3.667451979	1	NA	NA	NA
r_0580	0	NA	NA	NA	NA	NA	NA
r_0581	0	NA	NA	NA	NA	NA	NA
r_0582	0	NA	NA	NA	NA	NA	NA
r_0583	0	NA	NA	NA	NA	NA	NA
r_0584	0	0	1e+06	1	0	1e+06	1
r_0585	0	NA	NA	NA	NA	NA	NA
r_0586	0	15.923688255	2.324844903	0	NA	NA	NA
r_0587	0	15.923688255	2.324844903	0	-17.60383447	2.324844903	0
r_0588	0	-30.23875967	1.733323163	1	-30.23875967	1.733323163	1
r_0589	0	NA	NA	NA	NA	NA	NA
r_0590	1	NA	NA	NA	-312.5721713	2.449489743	1
r_0591	1	NA	NA	NA	-312.5721713	2.449489743	1
r_0592	1	NA	NA	NA	-312.5721713	2.449489743	1
r_0593	1	-38.45103643	2.665463689	1	-38.45103643	2.665463689	1
r_0594	1	-38.45103643	2.665463689	1	-38.45103643	2.665463689	1
r_0595	0	NA	NA	NA	NA	NA	NA
r_0596	0	NA	NA	NA	-16.96935793	1.913802036	1
r_0597	1	-136.7511324	7.724377934	1	-136.7511324	7.724377934	1
r_0598	0	NA	NA	NA	NA	NA	NA
r_0599	0	NA	NA	NA	NA	NA	NA
r_0600	0	NA	NA	NA	NA	NA	NA
r_0601	0	NA	NA	NA	-18.13077704	0.571100896	1
r_0602	0	NA	NA	NA	-7.947237517	3.055466559	1
r_0603	0	NA	NA	NA	0	1e+06	1
r_0604	1	NA	NA	NA	-140.091733	9.676493476	1
r_0605	0	NA	NA	NA	NA	NA	NA
r_0606	0	NA	NA	NA	-22.72301877	9.170647291	0
r_0607	0	8.91813305	6.162210636	1	NA	NA	NA
r_0608	1	NA	NA	NA	-68.29052836	5.955498327	1
r_0609	0	-14.69326039	2.284103215	1	NA	NA	NA
r_0610	0	-20.81465202	2.449489743	1	-20.81465202	2.449489743	1
r_0611	0	-20.81465202	2.449489743	1	-20.81465202	2.449489743	1
r_0612	0	NA	NA	NA	NA	NA	NA
r_0613	0	NA	NA	NA	NA	NA	NA
r_0614	0	NA	NA	NA	NA	NA	NA
r_0615	0	NA	NA	NA	NA	NA	NA
r_0616	0	NA	NA	NA	NA	NA	NA
r_0617	0	NA	NA	NA	NA	NA	NA
r_0618	0	NA	NA	NA	NA	NA	NA
r_0619	0	NA	NA	NA	-22.77701024	2.346216109	1
r_0620	0	NA	NA	NA	NA	NA	NA
r_0621	0	NA	NA	NA	NA	NA	NA
r_0622	0	NA	NA	NA	NA	NA	NA
r_0623	0	NA	NA	NA	NA	NA	NA
r_0624	0	NA	NA	NA	NA	NA	NA
r_0625	0	NA	NA	NA	NA	NA	NA
r_0626	0	NA	NA	NA	NA	NA	NA
r_0627	0	NA	NA	NA	NA	NA	NA
r_0628	0	NA	NA	NA	NA	NA	NA
r_0629	0	NA	NA	NA	NA	NA	NA
r_0630	0	-2.739682834	2.095084866	0	-2.739682834	2.095084866	0
r_0631	0	-2.739682834	2.095084866	0	-2.739682834	2.095084866	0
r_0632	0	-2.739682834	2.095084866	0	-2.739682834	2.095084866	0
r_0633	0	8.836451754	1.88177738	1	8.836451754	1.88177738	1
r_0634	0	NA	NA	NA	-10.62833504	3.98749135	0
r_0635	0	NA	NA	NA	-10.62833504	3.98749135	0
r_0636	0	-17.92646887	4.690542308	1	NA	NA	NA
r_0637	0	-17.92646887	4.690542308	1	NA	NA	NA
r_0638	0	-4.902391002	3.635204461	0	NA	NA	NA
r_0639	0	-4.634188675	2.081728289	0	NA	NA	NA
r_0640	0	NA	NA	NA	-19.6921616	1.062307243	0
r_0641	0	NA	NA	NA	NA	NA	NA
r_0642	0	NA	NA	NA	NA	NA	NA
r_0643	0	NA	NA	NA	NA	NA	NA
r_0644	0	NA	NA	NA	NA	NA	NA
r_0645	0	NA	NA	NA	-28.22177428	1.642520916	1
r_0646	0	NA	NA	NA	NA	NA	NA
r_0647	0	NA	NA	NA	NA	NA	NA
r_0648	0	NA	NA	NA	11.84451339	2.721218394	1
r_0649	0	NA	NA	NA	24.7555842	3.113120509	0
r_0650	0	NA	NA	NA	NA	NA	NA
r_0651	0	NA	NA	NA	NA	NA	NA
r_0652	0	-14.4936172333333	4.05705274	1	-14.3380139	4.05705274	1
r_0653	0	-14.4936172333333	4.05705274	1	-14.3380139	4.05705274	1
r_0654	0	NA	NA	NA	NA	NA	NA
r_0655	0	NA	NA	NA	NA	NA	NA
r_0656	0	NA	NA	NA	NA	NA	NA
r_0657	1	NA	NA	NA	-42.57726078	5.520289006	1
r_0658	1	NA	NA	NA	-42.57726078	5.520289006	1
r_0659	0	NA	NA	NA	NA	NA	NA
r_0660	0	NA	NA	NA	NA	NA	NA
r_0661	1	-48.7499202	3.770240241	1	NA	NA	NA
r_0662	1	-48.7499202	3.770240241	1	NA	NA	NA
r_0663	0	-20.386827	4.006023058	1	NA	NA	NA
r_0664	0	-24.7993494357143	5.101435567	1	-29.82032479	1.506965911	1
r_0665	0	NA	NA	NA	21.49183923	1.780253755	0
r_0666	0	NA	NA	NA	NA	NA	NA
r_0667	0	-24.7993494357143	5.101435567	1	-21.03361792	5.101435567	1
r_0668	0	-21.03361792	5.101435567	1	-21.03361792	5.101435567	1
r_0669	0	NA	NA	NA	NA	NA	NA
r_0670	0	NA	NA	NA	NA	NA	NA
r_0671	1	NA	NA	NA	-47.36182095	2.456601542	1
r_0672	0	-23.46298895	3.635204461	1	-23.46298895	3.635204461	1
r_0673	0	NA	NA	NA	NA	NA	NA
r_0674	0	NA	NA	NA	-0.450467253	1.948298468	-1
r_0675	0	NA	NA	NA	-0.450467253	1.948298468	-1
r_0676	0	-13.14262142	4.043093128	1	NA	NA	NA
r_0677	0	-13.14262142	4.043093128	1	NA	NA	NA
r_0678	0	NA	NA	NA	NA	NA	NA
r_0679	0	NA	NA	NA	NA	NA	NA
r_0680	0	NA	NA	NA	NA	NA	NA
r_0681	0	NA	NA	NA	NA	NA	NA
r_0682	0	NA	NA	NA	NA	NA	NA
r_0683	0	NA	NA	NA	NA	NA	NA
r_0684	0	NA	NA	NA	NA	NA	NA
r_0685	0	NA	NA	NA	NA	NA	NA
r_0686	0	-14.14814991	2.980835755	1	NA	NA	NA
r_0687	0	-14.14814991	2.980835755	1	NA	NA	NA
r_0688	0	28.27947457	1.082713398	0	28.27947457	1.082713398	0
r_0689	0	28.27947457	1.082713398	0	28.27947457	1.082713398	0
r_0690	0	28.27947457	1.082713398	0	28.27947457	1.082713398	0
r_0691	1	-45.92289001	2.334034748	1	-45.92289001	2.334034748	1
r_0692	1	-45.92289001	2.334034748	1	-45.92289001	2.334034748	1
r_0693	0	6.68405229	1.948579443	1	6.68405229	1.948579443	1
r_0694	0	6.68405229	1.948579443	1	4.675050243	1.948579443	1
r_0695	0	NA	NA	NA	NA	NA	NA
r_0696	0	NA	NA	NA	NA	NA	NA
r_0697	0	NA	NA	NA	NA	NA	NA
r_0698	0	1.895532857	0.583942718	0	1.895532857	0.583942718	0
r_0699	0	NA	NA	NA	-9.677755409	1.51079623	0
r_0700	0	NA	NA	NA	-9.677755409	1.51079623	0
r_0701	0	0	1e+06	1	0	1e+06	1
r_0702	0	-17.4931694	6.294354304	1	-17.4931694	6.294354304	1
r_0703	0	-22.56807462	2.67887846	1	NA	NA	NA
r_0704	0	-11.74605349	2.967908716	1	NA	NA	NA
r_0705	0	-11.74605349	2.967908716	1	NA	NA	NA
r_0706	0	NA	NA	NA	NA	NA	NA
r_0707	0	NA	NA	NA	5.185738944	1.718056543	0
r_0708	0	NA	NA	NA	5.185738944	1.718056543	0
r_0709	0	NA	NA	NA	NA	NA	NA
r_0710	0	8.836451754	1.88177738	1	4.93810616	3.226280508	0
r_0711	0	NA	NA	NA	NA	NA	NA
r_0712	0	NA	NA	NA	NA	NA	NA
r_0713	0	NA	NA	NA	NA	NA	NA
r_0714	0	NA	NA	NA	NA	NA	NA
r_0715	0	NA	NA	NA	NA	NA	NA
r_0716	0	-20.386827	4.006023058	1	NA	NA	NA
r_0717	0	-20.386827	4.006023058	1	NA	NA	NA
r_0718	0	-20.386827	4.006023058	1	NA	NA	NA
r_0719	0	-20.386827	4.006023058	1	NA	NA	NA
r_0720	0	-20.386827	4.006023058	1	NA	NA	NA
r_0721	0	-20.386827	4.006023058	1	NA	NA	NA
r_0722	0	-20.386827	4.006023058	1	NA	NA	NA
r_0723	0	NA	NA	NA	NA	NA	NA
r_0724	0	NA	NA	NA	NA	NA	NA
r_0725	0	-17.34622903	1.759151385	1	-17.34622903	1.759151385	1
r_0726	0	NA	NA	NA	NA	NA	NA
r_0727	0	NA	NA	NA	NA	NA	NA
r_0728	0	NA	NA	NA	NA	NA	NA
r_0729	0	NA	NA	NA	NA	NA	NA
r_0730	0	NA	NA	NA	NA	NA	NA
r_0731	0	NA	NA	NA	-8.86430968	3.429092444	1
r_0732	0	NA	NA	NA	NA	NA	NA
r_0733	0	NA	NA	NA	NA	NA	NA
r_0734	0	NA	NA	NA	NA	NA	NA
r_0735	1	NA	NA	NA	-39.55813958	3.867661751	1
r_0736	0	NA	NA	NA	-14.06916764	3.703337883	1
r_0737	0	NA	NA	NA	-14.06916764	3.703337883	1
r_0738	0	NA	NA	NA	NA	NA	NA
r_0739	0	NA	NA	NA	NA	NA	NA
r_0740	0	NA	NA	NA	-8.880641911	3.219479453	1
r_0741	0	NA	NA	NA	-8.880641911	3.219479453	1
r_0742	1	-80.77499315	1.414213562	1	-80.77499315	1.414213562	1
r_0743	0	NA	NA	NA	NA	NA	NA
r_0744	0	NA	NA	NA	NA	NA	NA
r_0745	1	-80.77499315	1.414213562	1	NA	NA	NA
r_0746	0	NA	NA	NA	-15.36698046	3.980574867	1
r_0747	0	NA	NA	NA	-15.36698046	3.980574867	1
r_0748	0	-24.40342583	4.042892068	1	NA	NA	NA
r_0749	0	-24.40342583	4.042892068	1	NA	NA	NA
r_0750	0	NA	NA	NA	NA	NA	NA
r_0751	0	NA	NA	NA	NA	NA	NA
r_0752	0	NA	NA	NA	NA	NA	NA
r_0753	0	NA	NA	NA	NA	NA	NA
r_0754	0	NA	NA	NA	NA	NA	NA
r_0755	0	NA	NA	NA	NA	NA	NA
r_0756	0	-28.5605019	3.538248127	1	-28.5605019	3.538248127	1
r_0757	0	-28.5605019	3.538248127	1	-28.5605019	3.538248127	1
r_0758	0	NA	NA	NA	NA	NA	NA
r_0759	0	NA	NA	NA	3.062935978	3.80325012	1
r_0760	0	NA	NA	NA	3.062935978	3.80325012	1
r_0761	0	NA	NA	NA	-15.26617901	4.651598953	0
r_0762	0	NA	NA	NA	-15.26617901	4.651598953	0
r_0763	0	-20.90861974	3.893980676	1	-20.90861974	3.893980676	1
r_0764	0	-20.90861974	3.893980676	1	-20.90861974	3.893980676	1
r_0765	0	NA	NA	NA	NA	NA	NA
r_0766	0	NA	NA	NA	NA	NA	NA
r_0767	0	NA	NA	NA	NA	NA	NA
r_0768	0	NA	NA	NA	NA	NA	NA
r_0769	0	NA	NA	NA	NA	NA	NA
r_0770	0	NA	NA	NA	NA	NA	NA
r_0771	0	NA	NA	NA	1.145506221	2.599292593	0
r_0772	0	NA	NA	NA	0.56115027	1.118369716	0
r_0773	0	NA	NA	NA	NA	NA	NA
r_0774	0	NA	NA	NA	-1.805681913	2.060000485	0
r_0775	0	NA	NA	NA	2.234820207	2.935166852	0
r_0776	0	NA	NA	NA	0.452276998	0.66082284	0
r_0777	0	NA	NA	NA	-4.698919545	1.805040506	0
r_0778	0	NA	NA	NA	NA	NA	NA
r_0779	0	NA	NA	NA	-0.945023527	1.563065265	0
r_0780	0	NA	NA	NA	NA	NA	NA
r_0781	0	NA	NA	NA	-24.73722856	2.306008454	1
r_0782	1	-53.00513516	5.371853677	1	NA	NA	NA
r_0783	1	-53.00513516	5.371853677	1	NA	NA	NA
r_0784	0	NA	NA	NA	NA	NA	NA
r_0785	0	NA	NA	NA	6.561799733	0.657470314	0
r_0786	0	-40.37545782	9.735271523	1	NA	NA	NA
r_0787	0	NA	NA	NA	-40.37545782	9.735271523	1
r_0788	0	NA	NA	NA	NA	NA	NA
r_0789	0	NA	NA	NA	-25.9676947	3.770240241	0
r_0790	0	-2.604354197	5.221885301	1	-2.604354197	5.221885301	1
r_0791	0	NA	NA	NA	NA	NA	NA
r_0792	0	NA	NA	NA	NA	NA	NA
r_0793	0	-9.497303159	1.908649338	0	-9.497303159	1.908649338	0
r_0794	0	-35.42179553	7.312324642	1	-35.42179553	7.312324642	1
r_0795	0	NA	NA	NA	NA	NA	NA
r_0796	0	NA	NA	NA	NA	NA	NA
r_0797	0	NA	NA	NA	NA	NA	NA
r_0798	0	NA	NA	NA	NA	NA	NA
r_0799	0	NA	NA	NA	NA	NA	NA
r_0800	0	NA	NA	NA	NA	NA	NA
r_0801	0	NA	NA	NA	NA	NA	NA
r_0802	0	NA	NA	NA	NA	NA	NA
r_0803	0	NA	NA	NA	NA	NA	NA
r_0804	0	NA	NA	NA	NA	NA	NA
r_0805	0	NA	NA	NA	NA	NA	NA
r_0806	0	NA	NA	NA	NA	NA	NA
r_0807	0	NA	NA	NA	NA	NA	NA
r_0808	0	NA	NA	NA	NA	NA	NA
r_0809	0	NA	NA	NA	NA	NA	NA
r_0810	0	NA	NA	NA	NA	NA	NA
r_0811	0	NA	NA	NA	NA	NA	NA
r_0812	0	NA	NA	NA	NA	NA	NA
r_0813	0	NA	NA	NA	NA	NA	NA
r_0814	0	NA	NA	NA	-13.0580293	5.287679045	1
r_0815	0	NA	NA	NA	-13.0580293	5.287679045	1
r_0816	0	-12.67996953	4.847362229	1	-12.67996953	4.847362229	1
r_0817	1	-42.85373037	2.846304918	1	-42.85373037	2.846304918	1
r_0818	0	NA	NA	NA	-28.68814117	1.782305361	1
r_0819	0	NA	NA	NA	NA	NA	NA
r_0820	0	NA	NA	NA	NA	NA	NA
r_0821	0	NA	NA	NA	-20.04650757	7.161647562	1
r_0822	0	NA	NA	NA	NA	NA	NA
r_0823	0	NA	NA	NA	NA	NA	NA
r_0824	0	NA	NA	NA	-28.69770354	1.782305361	1
r_0825	0	NA	NA	NA	1.268221169	2.570477725	0
r_0826	1	-83.36996789	5.628433339	1	NA	NA	NA
r_0827	1	-83.36996789	5.628433339	1	NA	NA	NA
r_0828	0	-14.69326039	2.284103215	1	NA	NA	NA
r_0829	0	0	1e+06	1	NA	NA	NA
r_0830	0	0	1e+06	1	NA	NA	NA
r_0831	0	NA	NA	NA	NA	NA	NA
r_0832	0	NA	NA	NA	NA	NA	NA
r_0833	0	0	1e+06	1	NA	NA	NA
r_0834	0	NA	NA	NA	NA	NA	NA
r_0835	0	NA	NA	NA	NA	NA	NA
r_0836	0	NA	NA	NA	NA	NA	NA
r_0837	0	NA	NA	NA	NA	NA	NA
r_0838	0	NA	NA	NA	NA	NA	NA
r_0839	0	NA	NA	NA	NA	NA	NA
r_0840	0	NA	NA	NA	NA	NA	NA
r_0841	0	NA	NA	NA	NA	NA	NA
r_0842	0	NA	NA	NA	NA	NA	NA
r_0843	0	NA	NA	NA	NA	NA	NA
r_0844	0	NA	NA	NA	NA	NA	NA
r_0845	0	NA	NA	NA	NA	NA	NA
r_0846	0	NA	NA	NA	NA	NA	NA
r_0847	0	NA	NA	NA	NA	NA	NA
r_0848	0	NA	NA	NA	NA	NA	NA
r_0849	0	NA	NA	NA	NA	NA	NA
r_0850	0	29.72652343	2.142454159	1	NA	NA	NA
r_0851	0	29.72652343	2.142454159	1	NA	NA	NA
r_0852	0	29.72652343	2.142454159	1	NA	NA	NA
r_0853	0	0	1e+06	1	NA	NA	NA
r_0854	0	0	1e+06	1	NA	NA	NA
r_0855	0	NA	NA	NA	NA	NA	NA
r_0856	1	NA	NA	NA	-38.02577187	3.218850588	1
r_0857	0	3.557761227	1.698939506	1	3.557761227	1.698939506	1
r_0858	0	NA	NA	NA	NA	NA	NA
r_0859	0	-19.26973788	0.845122897	1	-19.26973788	0.845122897	1
r_0860	0	-19.26973788	0.845122897	1	NA	NA	NA
r_0861	0	-7.005593644	0.95969931	0	-7.005593644	0.95969931	0
r_0862	0	5.417246392	2.021388414	1	5.417246392	2.021388414	1
r_0863	0	NA	NA	NA	-2.958363105	2.098786274	0
r_0864	-1	33.4013101	1.216953031	1	33.4013101	1.216953031	1
r_0865	0	18.77395858	0.559683997	0	18.77395858	0.559683997	0
r_0866	0	-3.994235267	0.455483117	0	-3.994235267	0.455483117	0
r_0867	0	NA	NA	NA	NA	NA	NA
r_0868	0	NA	NA	NA	NA	NA	NA
r_0869	0	NA	NA	NA	NA	NA	NA
r_0870	0	NA	NA	NA	NA	NA	NA
r_0871	0	NA	NA	NA	NA	NA	NA
r_0872	0	NA	NA	NA	NA	NA	NA
r_0873	0	NA	NA	NA	NA	NA	NA
r_0874	0	NA	NA	NA	NA	NA	NA
r_0875	0	-7.005593644	0.95969931	0	-7.005593644	0.95969931	0
r_0876	0	NA	NA	NA	0.647560418	1.942273307	1
r_0877	0	NA	NA	NA	NA	NA	NA
r_0878	0	NA	NA	NA	-15.25542867	5.864879785	1
r_0879	0	NA	NA	NA	-25.60433704	1.642520916	1
r_0880	0	-7.005593644	0.95969931	0	-9.466200962	1.929460087	0
r_0881	0	NA	NA	NA	NA	NA	NA
r_0882	1	NA	NA	NA	-34.98771105	1.782769253	1
r_0883	0	NA	NA	NA	NA	NA	NA
r_0884	0	NA	NA	NA	0	1e+06	1
r_0885	-1	NA	NA	NA	58.34406732	4.574946204	0
r_0886	0	0	1e+06	1	0	1e+06	1
r_0887	0	NA	NA	NA	-3.049902837	1.349288904	1
r_0888	1	-69.14423863	4.687032256	1	-69.14423863	4.687032256	1
r_0889	0	NA	NA	NA	-25.67151858	2.67887846	0
r_0890	0	NA	NA	NA	-26.43742041	2.485027787	0
r_0891	0	-4.178007855	1.785648684	0	-4.178007855	1.785648684	0
r_0892	0	-7.466157104	1.455171728	1	-7.466157104	1.455171728	1
r_0893	0	NA	NA	NA	-14.6162839	0.465547252	1
r_0894	0	NA	NA	NA	NA	NA	NA
r_0895	0	NA	NA	NA	NA	NA	NA
r_0896	0	NA	NA	NA	NA	NA	NA
r_0897	0	NA	NA	NA	NA	NA	NA
r_0898	0	NA	NA	NA	NA	NA	NA
r_0899	0	NA	NA	NA	NA	NA	NA
r_0900	0	NA	NA	NA	NA	NA	NA
r_0901	0	NA	NA	NA	NA	NA	NA
r_0902	0	NA	NA	NA	NA	NA	NA
r_0903	0	NA	NA	NA	NA	NA	NA
r_0904	0	NA	NA	NA	NA	NA	NA
r_0905	0	NA	NA	NA	NA	NA	NA
r_0906	0	NA	NA	NA	NA	NA	NA
r_0907	0	NA	NA	NA	NA	NA	NA
r_0908	1	-214.8005616	9.470374282	1	-214.8005616	9.470374282	1
r_0909	0	NA	NA	NA	NA	NA	NA
r_0910	0	NA	NA	NA	NA	NA	NA
r_0911	1	NA	NA	NA	-167.46795	11.25355682	1
r_0912	1	NA	NA	NA	-114.3680385	11.34206953	1
r_0913	0	NA	NA	NA	NA	NA	NA
r_0914	0	NA	NA	NA	NA	NA	NA
r_0915	0	-3.275924341	8.150020445	1	NA	NA	NA
r_0916	0	0	1e+06	1	NA	NA	NA
r_0917	0	NA	NA	NA	NA	NA	NA
r_0918	0	NA	NA	NA	8.221886625	1.9401453	0
r_0919	0	NA	NA	NA	8.221886625	1.9401453	0
r_0920	0	NA	NA	NA	NA	NA	NA
r_0921	0	NA	NA	NA	NA	NA	NA
r_0922	0	NA	NA	NA	NA	NA	NA
r_0923	0	NA	NA	NA	0	1e+06	0
r_0924	0	NA	NA	NA	0	1e+06	0
r_0925	0	NA	NA	NA	0	1e+06	0
r_0926	0	NA	NA	NA	11.89691554	3.770240241	0
r_0927	0	NA	NA	NA	-18.28410323	1.684522137	1
r_0928	1	-97.10958757	2.229462739	1	NA	NA	NA
r_0929	1	-97.10958757	2.229462739	1	-89.37551634	2.229462739	1
r_0930	0	NA	NA	NA	-21.48891058	2.733312672	1
r_0931	1	-97.10958757	2.229462739	1	-104.8436588	1.563353754	1
r_0932	0	NA	NA	NA	-13.47531888	2.207929409	1
r_0933	1	-97.10958757	2.229462739	1	NA	NA	NA
r_0934	0	NA	NA	NA	NA	NA	NA
r_0935	0	NA	NA	NA	2.410725518	1.908649338	0
r_0936	1	-48.7499202	3.770240241	1	-48.7499202	3.770240241	1
r_0937	0	NA	NA	NA	NA	NA	NA
r_0938	0	NA	NA	NA	NA	NA	NA
r_0939	0	NA	NA	NA	NA	NA	NA
r_0940	1	NA	NA	NA	-39.05455897	2.064260354	1
r_0941	0	-25.15318351	0.549781437	1	-25.15318351	0.549781437	1
r_0942	0	NA	NA	NA	NA	NA	NA
r_0943	0	NA	NA	NA	NA	NA	NA
r_0944	0	NA	NA	NA	NA	NA	NA
r_0945	0	NA	NA	NA	-29.4361481	1.459542669	1
r_0946	0	0	1e+06	1	0	1e+06	1
r_0947	0	0	1e+06	1	0	1e+06	1
r_0948	0	NA	NA	NA	NA	NA	NA
r_0949	0	-40.689936985	11.29615315	1	-36.36366865	10.4302637	1
r_0950	0	-26.18430125	2.37489586	1	-26.18430125	2.37489586	1
r_0951	1	NA	NA	NA	-50.21963122	3.675067042	1
r_0952	1	NA	NA	NA	-50.21963122	3.675067042	1
r_0953	0	NA	NA	NA	NA	NA	NA
r_0954	0	NA	NA	NA	NA	NA	NA
r_0955	1	NA	NA	NA	-46.93600192	3.400314897	1
r_0956	1	NA	NA	NA	-46.93600192	3.400314897	1
r_0957	0	NA	NA	NA	-8.602831306	5.743643715	1
r_0958	0	NA	NA	NA	-8.602831306	5.743643715	1
r_0959	0	NA	NA	NA	NA	NA	NA
r_0960	0	NA	NA	NA	NA	NA	NA
r_0961	0	NA	NA	NA	NA	NA	NA
r_0962	0	NA	NA	NA	NA	NA	NA
r_0963	0	NA	NA	NA	1.926916641	1.014612714	0
r_0964	0	NA	NA	NA	NA	NA	NA
r_0965	0	0	0	0	0	0	0
r_0966	0	NA	NA	NA	NA	NA	NA
r_0967	0	NA	NA	NA	NA	NA	NA
r_0968	0	-23.21538552	2.901894046	1	-23.21538552	2.901894046	1
r_0969	0	NA	NA	NA	NA	NA	NA
r_0970	0	NA	NA	NA	NA	NA	NA
r_0971	0	25.71227131	0.815082918	0	NA	NA	NA
r_0972	0	NA	NA	NA	NA	NA	NA
r_0973	0	NA	NA	NA	NA	NA	NA
r_0974	0	NA	NA	NA	-6.79678654	3.635204461	0
r_0975	1	-62.57780134	3.317453129	1	NA	NA	NA
r_0976	0	NA	NA	NA	NA	NA	NA
r_0977	0	NA	NA	NA	NA	NA	NA
r_0978	0	0	1e+06	1	NA	NA	NA
r_0979	0	0	1e+06	1	0	1e+06	1
r_0980	0	NA	NA	NA	NA	NA	NA
r_0981	0	NA	NA	NA	-23.92038285	1.448098427	1
r_0982	0	0	1e+06	1	0	1e+06	1
r_0983	0	NA	NA	NA	NA	NA	NA
r_0984	0	NA	NA	NA	NA	NA	NA
